age,taille,poids,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,loyer_mensuel_missing,score_credit_missing,historique_credits_missing
58,180.6,72.5,oui,4,Provence-Alpes-Côte d’Azur,oui,3305,divorcé,5.0,0.35,574.7797217537943,5000.0,13103.12316916267,0,1,0
30,173.2,85.7,non,0,Occitanie,non,3125,veuf,4.0,0.35,465.0,10000.0,500.0,0,0,0
37,163.3,54.8,non,2,Bretagne,oui,3121,veuf,2.5068201193520885,0.01,574.7797217537943,826.61,500.0,0,1,1
55,166.5,61.4,oui,3,Bretagne,oui,1194,célibataire,5.0,0.94,574.7797217537943,1391.55,500.0,0,1,0
40,174.0,65.5,non,2,Corse,oui,2263,veuf,2.5068201193520885,0.27,605.0,363.23,500.0,0,0,1
24,168.1,57.9,oui,2,Occitanie,oui,2043,veuf,2.0,0.24,635.0,10000.0,500.0,0,0,0
57,171.6,75.1,oui,3,Bretagne,non,4192,veuf,3.0,0.42,574.7797217537943,5000.0,26684.908891284296,0,1,0
19,178.6,82.5,non,0,Hauts-de-France,non,3604,divorcé,2.5068201193520885,0.41,574.7797217537943,5000.0,2776.793286290955,0,1,1
67,155.0,81.7,oui,0,Normandie,non,2029,célibataire,2.5068201193520885,0.96,469.0,10000.0,17308.92489051974,0,0,1
37,144.1,79.7,oui,4,Occitanie,oui,3693,marié,5.0,0.32,574.7797217537943,5306.473283539622,500.0,1,1,0
50,153.7,71.7,non,2,Auvergne-Rhône-Alpes,oui,2576,veuf,5.0,0.08,715.0,5306.473283539622,500.0,1,0,0
75,173.7,59.4,non,1,Hauts-de-France,oui,3301,marié,2.5068201193520885,0.97,327.0,508.92,500.0,0,0,1
30,179.4,58.4,non,4,Île-de-France,oui,3411,veuf,2.5068201193520885,0.55,574.7797217537943,962.23,6079.098084731441,0,1,1
55,179.6,77.1,non,3,Île-de-France,non,2421,marié,2.5068201193520885,0.33,578.0,10000.0,500.0,0,0,1
75,182.3,42.8,oui,1,Corse,non,2300,marié,5.0,0.52,670.0,10000.0,500.0,0,0,0
59,174.1,77.5,non,2,Bretagne,oui,1964,divorcé,2.0,0.2,574.7797217537943,10000.0,500.0,0,1,0
28,171.3,58.6,oui,1,Corse,oui,921,divorcé,5.0,0.3,429.0,619.77,500.0,0,0,0
74,169.1,69.8,oui,1,Bretagne,oui,1956,marié,2.5068201193520885,0.2,684.0,5306.473283539622,500.0,1,0,1
24,167.0,64.8,oui,4,Normandie,non,2737,veuf,2.5068201193520885,0.65,574.7797217537943,10000.0,36295.17189493695,0,1,1
37,179.0,51.7,oui,1,Île-de-France,oui,500,veuf,4.0,0.96,668.0,650.77,500.0,0,0,0
74,176.4,42.6,oui,0,Auvergne-Rhône-Alpes,non,2008,veuf,2.5068201193520885,0.56,574.7797217537943,5306.473283539622,2766.5345642512525,1,1,1
22,173.1,80.0,non,3,Occitanie,oui,4719,veuf,4.0,0.74,784.0,5000.0,11320.641132093106,0,0,0
46,152.8,64.3,non,0,Bretagne,non,638,marié,2.5068201193520885,0.19,574.7797217537943,648.86,500.0,0,1,1
42,154.4,48.2,oui,1,Île-de-France,non,3329,divorcé,2.5068201193520885,0.16,545.0,5000.0,15719.430063860287,0,0,1
55,174.6,70.0,non,3,Île-de-France,non,1430,célibataire,0.0,0.74,574.7797217537943,972.17,20283.32872329949,0,1,0
70,169.6,83.1,non,0,Bretagne,oui,2879,divorcé,4.0,0.44,521.0,10000.0,500.0,0,0,0
28,186.5,92.5,oui,3,Île-de-France,non,2605,veuf,3.0,0.59,638.0,5000.0,8490.55635120555,0,0,0
47,156.2,66.3,non,2,Île-de-France,oui,2515,marié,1.0,0.25,635.0,5000.0,3111.3967816888376,0,0,0
65,169.7,80.9,oui,3,Hauts-de-France,non,3412,marié,3.0,0.23,790.0,516.32,44908.21390958826,0,0,0
55,164.1,68.0,non,0,Provence-Alpes-Côte d’Azur,non,2951,célibataire,2.0,0.15,593.0,10000.0,11408.12742971051,0,0,0
41,180.2,90.5,oui,3,Bretagne,non,2782,célibataire,2.5068201193520885,0.43,714.0,10000.0,42051.36458138021,0,0,1
69,176.8,78.5,non,1,Île-de-France,non,3050,veuf,3.0,0.33,574.7797217537943,5000.0,18715.82677456181,0,1,0
21,162.8,82.4,oui,2,Bretagne,oui,3070,divorcé,2.5068201193520885,0.06,574.7797217537943,5000.0,10554.992292392182,0,1,1
28,164.2,75.1,non,2,Auvergne-Rhône-Alpes,oui,2405,marié,0.0,0.81,574.7797217537943,756.39,23126.13469877002,0,1,0
60,167.0,47.9,oui,0,Corse,oui,1515,célibataire,4.0,0.84,574.7797217537943,5306.473283539622,500.0,1,1,0
49,159.9,85.4,non,1,Auvergne-Rhône-Alpes,oui,2607,divorcé,2.5068201193520885,0.93,574.7797217537943,5000.0,13866.896476698104,0,1,1
41,155.2,44.2,oui,4,Normandie,non,996,marié,3.0,0.7,574.7797217537943,1293.83,500.0,0,1,0
38,171.7,65.6,non,4,Provence-Alpes-Côte d’Azur,non,3462,divorcé,2.0,0.15,701.0,1632.83,8481.648806647265,0,0,0
21,168.1,84.4,non,1,Normandie,non,2484,veuf,2.5068201193520885,0.48,728.0,700.41,3880.355726102111,0,0,1
71,158.2,68.0,oui,0,Bretagne,oui,1825,veuf,2.5068201193520885,0.21,606.0,5306.473283539622,500.0,1,0,1
68,167.1,94.5,oui,4,Corse,non,1895,divorcé,1.0,0.83,574.7797217537943,5306.473283539622,2068.1172258665347,1,1,0
75,170.2,87.8,oui,2,Corse,oui,4267,veuf,2.5068201193520885,0.96,574.7797217537943,5306.473283539622,1696.8493713475991,1,1,1
57,165.3,62.4,non,1,Provence-Alpes-Côte d’Azur,non,3881,marié,1.0,0.62,774.0,5000.0,27780.768039538496,0,0,0
59,179.2,71.2,non,2,Occitanie,oui,1905,veuf,1.0,0.25,778.0,639.99,500.0,0,0,0
74,173.8,75.9,oui,4,Auvergne-Rhône-Alpes,oui,1323,divorcé,2.5068201193520885,0.22,574.7797217537943,1049.91,11514.105291317504,0,1,1
64,166.5,81.0,non,2,Corse,oui,1900,veuf,2.5068201193520885,0.87,320.0,10000.0,500.0,0,0,1
41,171.4,83.7,oui,2,Île-de-France,oui,3120,veuf,2.5068201193520885,0.93,339.0,10000.0,500.0,0,0,1
74,184.9,94.7,non,4,Île-de-France,non,2411,veuf,2.5068201193520885,0.92,796.0,792.71,8538.59331397343,0,0,1
47,181.0,67.4,oui,0,Auvergne-Rhône-Alpes,non,3893,célibataire,2.5068201193520885,0.78,512.0,10000.0,500.0,0,0,1
37,157.3,64.7,oui,1,Normandie,non,3122,veuf,2.5068201193520885,0.42,617.0,10000.0,16067.95408737873,0,0,1
72,159.8,78.1,non,0,Hauts-de-France,oui,1494,veuf,5.0,0.94,810.0,5000.0,500.0,0,0,0
31,180.6,86.7,oui,0,Occitanie,oui,3111,célibataire,2.5068201193520885,0.12,828.0,5306.473283539622,7641.829458890712,1,0,1
65,172.5,88.9,oui,0,Hauts-de-France,non,2251,divorcé,2.0,0.35,574.7797217537943,751.97,500.0,0,1,0
23,156.7,87.4,non,1,Corse,non,2876,marié,0.0,0.36,574.7797217537943,5306.473283539622,500.0,1,1,0
36,164.7,104.2,oui,1,Occitanie,oui,3007,célibataire,3.0,0.16,676.0,5306.473283539622,500.0,1,0,0
35,161.1,99.7,oui,3,Bretagne,non,3721,célibataire,2.5068201193520885,0.17,574.7797217537943,5000.0,6091.920018290515,0,1,1
28,167.2,69.6,oui,2,Corse,oui,1170,veuf,2.0,0.33,529.0,5306.473283539622,3334.598463791741,1,0,0
28,158.1,42.3,non,1,Occitanie,oui,1583,veuf,5.0,0.62,300.0,5000.0,500.0,0,0,0
42,158.6,82.7,oui,1,Normandie,oui,3445,célibataire,2.5068201193520885,0.5,574.7797217537943,5306.473283539622,9486.37106832868,1,1,1
34,165.5,90.5,non,1,Provence-Alpes-Côte d’Azur,oui,2608,marié,0.0,0.71,574.7797217537943,5306.473283539622,500.0,1,1,0
67,175.0,71.2,non,1,Occitanie,oui,3220,veuf,5.0,0.02,574.7797217537943,5000.0,500.0,0,1,0
34,176.9,69.0,oui,1,Normandie,non,3479,veuf,3.0,0.41,574.7797217537943,5306.473283539622,10009.164958534231,1,1,0
42,172.0,75.2,non,0,Auvergne-Rhône-Alpes,non,1530,divorcé,2.5068201193520885,0.62,607.0,5306.473283539622,500.0,1,0,1
44,184.1,83.7,oui,3,Hauts-de-France,oui,2739,veuf,5.0,0.11,574.7797217537943,569.37,26156.737239491053,0,1,0
57,152.8,49.9,oui,1,Occitanie,non,500,veuf,3.0,0.71,574.7797217537943,10000.0,500.0,0,1,0
35,178.6,106.3,non,3,Hauts-de-France,oui,500,veuf,0.0,0.96,834.0,10000.0,500.0,0,0,0
72,175.4,58.8,oui,4,Provence-Alpes-Côte d’Azur,oui,701,célibataire,2.0,0.01,574.7797217537943,5306.473283539622,25797.13512701585,1,1,0
34,150.9,69.8,oui,3,Auvergne-Rhône-Alpes,non,3078,veuf,3.0,0.31,574.7797217537943,10000.0,13320.613473408164,0,1,0
61,174.1,63.1,oui,1,Provence-Alpes-Côte d’Azur,non,844,divorcé,1.0,0.13,574.7797217537943,5000.0,9023.465109801826,0,1,0
34,176.5,60.6,non,0,Normandie,oui,1473,divorcé,0.0,0.26,574.7797217537943,10000.0,500.0,0,1,0
62,173.2,45.8,oui,0,Hauts-de-France,oui,2393,célibataire,1.0,0.33,600.0,10000.0,8994.544967497599,0,0,0
62,170.4,69.3,non,1,Occitanie,oui,3254,veuf,2.5068201193520885,0.72,574.7797217537943,740.94,500.0,0,1,1
29,178.6,84.2,non,0,Normandie,non,1637,marié,2.5068201193520885,0.24,574.7797217537943,5306.473283539622,500.0,1,1,1
74,145.7,70.8,oui,2,Bretagne,non,2767,veuf,2.5068201193520885,0.95,574.7797217537943,5306.473283539622,10061.837075375272,1,1,1
49,171.4,79.1,non,1,Île-de-France,non,836,veuf,2.5068201193520885,0.89,349.0,10000.0,500.0,0,0,1
31,170.6,48.6,oui,2,Hauts-de-France,oui,2265,veuf,2.5068201193520885,0.62,574.7797217537943,5000.0,15084.162733581668,0,1,1
37,176.3,63.6,non,2,Occitanie,non,2680,veuf,2.5068201193520885,0.86,574.7797217537943,5306.473283539622,12886.188871918524,1,1,1
39,167.0,60.1,non,0,Corse,non,2976,veuf,2.5068201193520885,0.99,546.0,10000.0,500.0,0,0,1
30,175.2,68.5,non,3,Île-de-France,oui,1219,marié,2.5068201193520885,0.09,574.7797217537943,5000.0,3518.6513406881577,0,1,1
70,178.5,64.8,oui,1,Corse,oui,1954,veuf,1.0,0.04,574.7797217537943,5000.0,500.0,0,1,0
64,162.4,60.7,oui,0,Bretagne,oui,4682,marié,1.0,0.18,593.0,5000.0,500.0,0,0,0
29,158.2,62.7,non,3,Bretagne,oui,2255,divorcé,2.5068201193520885,0.37,574.7797217537943,5306.473283539622,500.0,1,1,1
49,181.6,44.9,non,3,Hauts-de-France,oui,4651,divorcé,5.0,0.49,574.7797217537943,5000.0,500.0,0,1,0
67,170.3,79.9,non,1,Corse,oui,6322,divorcé,2.5068201193520885,0.67,574.7797217537943,5306.473283539622,14846.872159082805,1,1,1
20,184.1,58.7,non,4,Corse,oui,4437,veuf,2.5068201193520885,0.13,574.7797217537943,664.52,1658.5956929782044,0,1,1
65,164.7,67.4,non,3,Hauts-de-France,non,2122,célibataire,2.5068201193520885,0.32,501.0,5306.473283539622,500.0,1,0,1
71,157.7,80.2,non,2,Île-de-France,oui,3529,veuf,2.5068201193520885,0.48,338.0,10000.0,500.0,0,0,1
37,175.3,46.7,oui,3,Bretagne,non,3125,divorcé,2.0,0.66,644.0,10000.0,28819.694758555885,0,0,0
18,173.7,73.2,non,4,Île-de-France,oui,3167,marié,2.5068201193520885,0.84,574.7797217537943,5306.473283539622,25267.30236974552,1,1,1
55,167.6,50.8,oui,4,Normandie,non,2821,veuf,2.5068201193520885,0.54,574.7797217537943,5306.473283539622,500.0,1,1,1
72,159.9,53.8,non,1,Île-de-France,oui,4098,veuf,0.0,0.3,574.7797217537943,5306.473283539622,500.0,1,1,0
70,154.3,61.0,non,4,Provence-Alpes-Côte d’Azur,non,3147,divorcé,4.0,0.54,574.7797217537943,5306.473283539622,24828.95747522233,1,1,0
61,178.8,64.0,oui,4,Auvergne-Rhône-Alpes,non,2998,veuf,2.5068201193520885,0.27,574.7797217537943,5306.473283539622,39673.47152886469,1,1,1
75,169.2,94.0,oui,0,Occitanie,oui,3436,marié,2.5068201193520885,0.12,426.0,802.19,500.0,0,0,1
48,171.8,75.3,non,2,Bretagne,non,500,célibataire,5.0,0.91,574.7797217537943,10000.0,2452.6044999096903,0,1,0
49,151.9,78.3,non,2,Bretagne,oui,4819,célibataire,2.5068201193520885,0.45,574.7797217537943,815.56,500.0,0,1,1
62,181.7,67.1,non,4,Occitanie,oui,4947,marié,1.0,0.94,585.0,664.57,500.0,0,0,0
40,180.7,72.4,oui,4,Occitanie,non,3436,célibataire,2.5068201193520885,0.3,416.0,5000.0,9676.30823587828,0,0,1
29,178.4,86.7,oui,2,Île-de-France,oui,4511,marié,2.5068201193520885,0.02,402.0,10000.0,49618.76380667145,0,0,1
67,161.7,76.4,oui,0,Auvergne-Rhône-Alpes,oui,1669,marié,5.0,0.2,574.7797217537943,5306.473283539622,500.0,1,1,0
48,171.0,73.9,non,0,Bretagne,non,3671,veuf,2.5068201193520885,0.86,719.0,10000.0,1249.978136531263,0,0,1
30,178.4,58.4,oui,2,Île-de-France,non,2747,marié,2.5068201193520885,0.62,523.0,423.95,500.0,0,0,1
27,153.5,56.4,non,1,Île-de-France,non,2970,veuf,2.5068201193520885,0.48,574.7797217537943,5000.0,2953.6937916488905,0,1,1
69,172.0,51.6,non,4,Bretagne,non,2026,veuf,4.0,0.94,792.0,5306.473283539622,13914.218428377166,1,0,0
61,164.1,85.9,non,2,Corse,non,3156,divorcé,0.0,0.51,571.0,5306.473283539622,10494.305987205758,1,0,0
46,157.8,72.4,non,3,Corse,oui,4179,marié,2.5068201193520885,0.1,565.0,432.97,500.0,0,0,1
55,176.0,64.8,oui,1,Auvergne-Rhône-Alpes,oui,6266,veuf,2.5068201193520885,0.96,574.7797217537943,1193.13,690.4795534257961,0,1,1
52,152.8,72.4,non,1,Auvergne-Rhône-Alpes,non,1774,divorcé,5.0,0.65,479.0,5306.473283539622,500.0,1,0,0
27,164.9,129.6,non,1,Provence-Alpes-Côte d’Azur,non,500,veuf,1.0,0.12,574.7797217537943,927.25,500.0,0,1,0
56,175.9,44.8,non,2,Bretagne,non,3625,veuf,4.0,0.52,818.0,10000.0,34859.79612168682,0,0,0
52,171.5,58.7,oui,2,Provence-Alpes-Côte d’Azur,non,2807,veuf,2.5068201193520885,0.58,761.0,5306.473283539622,20228.07416714312,1,0,1
58,167.0,70.3,non,4,Île-de-France,oui,3873,divorcé,2.5068201193520885,0.92,736.0,5306.473283539622,15303.76130810419,1,0,1
38,183.9,62.4,non,3,Normandie,oui,5727,divorcé,2.5068201193520885,0.57,574.7797217537943,5306.473283539622,29752.04452843919,1,1,1
49,174.2,77.0,oui,4,Provence-Alpes-Côte d’Azur,non,1984,veuf,2.5068201193520885,0.31,720.0,5000.0,23787.12325597037,0,0,1
39,166.5,64.9,non,2,Hauts-de-France,non,4599,divorcé,0.0,0.4,611.0,5306.473283539622,500.0,1,0,0
26,164.1,82.8,oui,3,Auvergne-Rhône-Alpes,non,4706,marié,4.0,0.99,559.0,720.95,22513.75005603997,0,0,0
41,167.8,81.2,non,4,Île-de-France,non,2069,divorcé,2.5068201193520885,0.82,304.0,5000.0,2894.4959803926054,0,0,1
66,176.3,71.5,oui,2,Auvergne-Rhône-Alpes,non,2136,marié,2.0,0.47,569.0,5000.0,500.0,0,0,0
43,166.5,61.1,oui,3,Provence-Alpes-Côte d’Azur,oui,2325,divorcé,2.5068201193520885,0.87,515.0,10000.0,11966.078468060516,0,0,1
36,160.5,76.5,oui,1,Hauts-de-France,oui,2175,veuf,2.5068201193520885,0.19,460.0,10000.0,1295.240830722273,0,0,1
31,156.8,66.4,oui,4,Île-de-France,oui,4098,célibataire,4.0,0.72,574.7797217537943,5000.0,29057.507095515117,0,1,0
39,162.6,106.7,oui,0,Occitanie,non,2233,veuf,2.5068201193520885,0.87,574.7797217537943,1150.47,13371.776044461412,0,1,1
62,167.9,59.2,non,2,Occitanie,non,2673,veuf,2.0,0.69,396.0,848.5,500.0,0,0,0
45,173.8,72.0,oui,0,Auvergne-Rhône-Alpes,oui,1654,célibataire,5.0,0.16,460.0,1085.9,500.0,0,0,0
24,168.9,65.8,non,3,Corse,oui,883,célibataire,4.0,0.36,574.7797217537943,5306.473283539622,8065.286646692786,1,1,0
31,165.3,87.0,oui,4,Normandie,oui,1782,célibataire,3.0,0.01,574.7797217537943,10000.0,500.0,0,1,0
47,163.3,76.5,non,1,Normandie,non,1769,célibataire,2.5068201193520885,0.14,574.7797217537943,5000.0,10966.893001535216,0,1,1
25,161.9,77.8,non,3,Occitanie,oui,2759,veuf,2.5068201193520885,0.07,491.0,5000.0,2929.809359828804,0,0,1
66,158.2,80.4,oui,4,Occitanie,oui,2786,veuf,0.0,0.12,698.0,5306.473283539622,32930.98135990351,1,0,0
37,158.9,89.6,oui,1,Hauts-de-France,oui,5013,marié,2.5068201193520885,0.02,574.7797217537943,10000.0,11501.157584814951,0,1,1
23,170.0,97.1,oui,1,Hauts-de-France,oui,2199,marié,2.5068201193520885,0.67,574.7797217537943,5306.473283539622,500.0,1,1,1
69,199.8,62.4,non,2,Hauts-de-France,oui,1279,célibataire,2.5068201193520885,0.59,488.0,5000.0,500.0,0,0,1
33,164.5,79.1,oui,1,Auvergne-Rhône-Alpes,oui,3062,veuf,2.5068201193520885,0.65,574.7797217537943,10000.0,12350.86893104787,0,1,1
43,171.8,64.4,non,1,Normandie,non,1751,veuf,5.0,0.93,574.7797217537943,10000.0,500.0,0,1,0
57,162.4,50.5,oui,0,Normandie,oui,3021,veuf,2.5068201193520885,1.0,574.7797217537943,5306.473283539622,500.0,1,1,1
64,168.2,93.7,oui,3,Occitanie,non,1352,célibataire,2.0,0.05,586.0,5306.473283539622,4365.025738063617,1,0,0
19,160.2,58.7,non,3,Bretagne,non,2467,célibataire,2.5068201193520885,0.84,574.7797217537943,5306.473283539622,500.0,1,1,1
21,179.4,55.6,non,4,Occitanie,oui,3347,célibataire,1.0,0.67,574.7797217537943,5000.0,21130.28404567681,0,1,0
71,152.1,68.3,non,1,Auvergne-Rhône-Alpes,oui,1347,marié,2.5068201193520885,0.31,574.7797217537943,5000.0,500.0,0,1,1
69,176.0,76.2,oui,1,Bretagne,oui,1809,marié,2.5068201193520885,0.48,574.7797217537943,10000.0,500.0,0,1,1
35,171.7,44.2,oui,1,Île-de-France,oui,1221,célibataire,0.0,0.07,574.7797217537943,5306.473283539622,17559.50097809933,1,1,0
26,163.9,80.0,non,1,Île-de-France,oui,1741,veuf,1.0,0.04,574.7797217537943,5306.473283539622,500.0,1,1,0
73,175.5,76.3,non,2,Hauts-de-France,non,2476,veuf,2.5068201193520885,0.55,574.7797217537943,590.88,500.0,0,1,1
18,179.9,57.0,oui,2,Corse,non,1470,célibataire,2.5068201193520885,0.61,574.7797217537943,5306.473283539622,500.0,1,1,1
65,179.5,67.5,oui,0,Île-de-France,oui,2058,divorcé,2.5068201193520885,0.23,574.7797217537943,5000.0,500.0,0,1,1
50,174.7,62.9,oui,1,Occitanie,non,919,veuf,1.0,0.94,574.7797217537943,5000.0,500.0,0,1,0
22,158.1,61.6,oui,1,Auvergne-Rhône-Alpes,non,2956,divorcé,2.5068201193520885,0.08,505.0,10000.0,17336.754000452507,0,0,1
61,177.1,73.4,non,2,Occitanie,non,781,célibataire,1.0,0.9,574.7797217537943,5000.0,500.0,0,1,0
22,167.2,78.2,oui,1,Corse,oui,3262,veuf,2.5068201193520885,0.67,574.7797217537943,10000.0,500.0,0,1,1
34,178.7,52.6,oui,4,Hauts-de-France,oui,3377,marié,1.0,0.15,513.0,5000.0,14265.456206166196,0,0,0
60,174.3,72.6,non,0,Occitanie,oui,1734,divorcé,2.5068201193520885,0.14,461.0,5306.473283539622,500.0,1,0,1
43,160.9,71.5,oui,1,Hauts-de-France,non,4138,veuf,2.0,0.35,574.7797217537943,5000.0,1327.4300660650106,0,1,0
25,152.0,68.9,non,2,Hauts-de-France,oui,4653,divorcé,1.0,0.37,574.7797217537943,759.89,500.0,0,1,0
72,195.6,54.1,oui,0,Hauts-de-France,oui,3193,veuf,2.5068201193520885,0.65,574.7797217537943,1003.59,500.0,0,1,1
70,175.4,68.4,non,3,Occitanie,non,2524,veuf,5.0,0.75,574.7797217537943,5000.0,500.0,0,1,0
64,171.3,48.9,non,0,Occitanie,non,4305,divorcé,2.5068201193520885,0.79,574.7797217537943,5306.473283539622,500.0,1,1,1
61,173.7,74.3,non,1,Hauts-de-France,non,2364,veuf,2.5068201193520885,0.78,574.7797217537943,415.99,500.0,0,1,1
56,165.2,70.5,non,0,Normandie,non,2362,célibataire,4.0,0.37,679.0,5000.0,14904.809053847235,0,0,0
48,179.1,60.0,non,0,Provence-Alpes-Côte d’Azur,non,2373,veuf,3.0,0.16,574.7797217537943,10000.0,12447.83096784521,0,1,0
47,170.7,54.7,oui,1,Hauts-de-France,non,2991,veuf,3.0,0.41,574.7797217537943,10000.0,16948.311989690053,0,1,0
26,177.6,77.7,oui,4,Bretagne,non,2797,veuf,5.0,0.88,551.0,10000.0,38935.76175056584,0,0,0
69,178.7,90.2,oui,4,Provence-Alpes-Côte d’Azur,oui,1653,veuf,3.0,0.76,727.0,5000.0,15841.78530734665,0,0,0
25,162.7,57.4,oui,1,Bretagne,oui,2598,divorcé,2.5068201193520885,0.61,750.0,5000.0,500.0,0,0,1
29,183.6,93.3,oui,0,Corse,oui,2976,marié,5.0,0.96,813.0,5000.0,500.0,0,0,0
67,174.4,50.5,oui,1,Provence-Alpes-Côte d’Azur,non,4856,marié,4.0,0.27,497.0,570.47,54471.602892003786,0,0,0
43,178.0,62.5,oui,1,Provence-Alpes-Côte d’Azur,non,3205,veuf,2.5068201193520885,0.78,574.7797217537943,1111.61,500.0,0,1,1
72,171.2,66.9,non,0,Normandie,non,3741,marié,2.5068201193520885,0.63,574.7797217537943,746.22,7191.108447599254,0,1,1
46,174.7,66.0,non,1,Normandie,oui,1852,veuf,0.0,0.14,574.7797217537943,10000.0,500.0,0,1,0
50,157.8,80.6,non,1,Corse,non,4740,veuf,2.5068201193520885,0.16,574.7797217537943,875.62,4760.078341357698,0,1,1
72,170.7,56.8,non,4,Bretagne,non,3059,veuf,2.5068201193520885,0.7,574.7797217537943,5306.473283539622,33717.90657995135,1,1,1
30,157.9,69.3,oui,3,Corse,non,1766,marié,0.0,0.83,571.0,5306.473283539622,8588.318698925372,1,0,0
73,173.0,60.5,non,1,Provence-Alpes-Côte d’Azur,non,1839,célibataire,2.5068201193520885,0.14,391.0,5000.0,500.0,0,0,1
43,175.7,43.9,oui,3,Hauts-de-France,non,2567,veuf,2.5068201193520885,0.31,723.0,5000.0,37914.00767635136,0,0,1
24,169.4,74.1,oui,0,Corse,non,2974,veuf,4.0,0.54,574.7797217537943,10000.0,500.0,0,1,0
45,196.8,62.5,oui,3,Auvergne-Rhône-Alpes,oui,1762,célibataire,2.5068201193520885,0.2,723.0,572.53,16658.626139561646,0,0,1
22,166.5,55.1,oui,1,Normandie,non,1371,veuf,2.5068201193520885,0.89,574.7797217537943,10000.0,11939.525753110354,0,1,1
20,162.9,86.2,oui,4,Île-de-France,non,2300,veuf,2.5068201193520885,0.43,388.0,5306.473283539622,12315.62883140294,1,0,1
70,172.7,83.1,oui,4,Corse,non,4273,divorcé,2.5068201193520885,0.56,574.7797217537943,5306.473283539622,30032.18856114661,1,1,1
59,175.2,73.2,non,3,Provence-Alpes-Côte d’Azur,oui,3269,divorcé,3.0,0.43,540.0,5306.473283539622,14081.962688300817,1,0,0
41,175.1,67.1,oui,2,Hauts-de-France,oui,2224,veuf,2.5068201193520885,0.35,574.7797217537943,5000.0,500.0,0,1,1
52,175.2,97.1,non,0,Île-de-France,non,3512,veuf,2.5068201193520885,0.86,355.0,1053.77,500.0,0,0,1
23,158.3,99.3,non,4,Hauts-de-France,non,4402,veuf,2.5068201193520885,0.94,781.0,1092.67,13322.722511353775,0,0,1
30,172.6,48.2,oui,1,Île-de-France,non,3471,divorcé,2.5068201193520885,0.7,574.7797217537943,868.39,17854.30987346068,0,1,1
27,195.0,92.1,non,2,Occitanie,oui,1674,célibataire,2.5068201193520885,0.65,630.0,5000.0,6304.030635134641,0,0,1
63,166.1,80.0,non,3,Provence-Alpes-Côte d’Azur,non,3383,veuf,4.0,0.08,574.7797217537943,5306.473283539622,26266.196575086207,1,1,0
62,171.7,66.9,non,2,Occitanie,oui,1949,divorcé,2.5068201193520885,0.49,574.7797217537943,5000.0,500.0,0,1,1
59,157.7,60.3,oui,3,Corse,non,500,veuf,2.5068201193520885,0.95,574.7797217537943,5306.473283539622,500.0,1,1,1
20,177.0,51.0,non,3,Normandie,oui,2958,divorcé,2.5068201193520885,0.6,580.0,5000.0,20086.59482374166,0,0,1
66,181.3,78.1,oui,1,Normandie,non,3153,divorcé,2.5068201193520885,0.13,574.7797217537943,1037.15,500.0,0,1,1
44,166.9,55.4,non,1,Occitanie,non,1387,veuf,1.0,0.66,574.7797217537943,10000.0,4574.044335803245,0,1,0
68,177.0,79.0,oui,2,Auvergne-Rhône-Alpes,oui,4488,veuf,4.0,0.38,774.0,10000.0,25870.029486949545,0,0,0
63,168.0,49.6,oui,0,Corse,non,4193,divorcé,4.0,0.52,574.7797217537943,972.47,500.0,0,1,0
75,158.6,86.2,oui,0,Normandie,non,1720,veuf,2.5068201193520885,0.71,574.7797217537943,5000.0,500.0,0,1,1
20,169.5,67.0,oui,3,Hauts-de-France,oui,2629,veuf,2.5068201193520885,0.24,574.7797217537943,641.61,500.0,0,1,1
21,176.9,56.5,non,1,Auvergne-Rhône-Alpes,non,4260,veuf,2.5068201193520885,0.84,749.0,10000.0,15043.240613838378,0,0,1
35,159.9,64.9,oui,1,Corse,non,2223,divorcé,2.5068201193520885,0.77,613.0,10000.0,4245.324661494927,0,0,1
70,185.1,52.0,non,0,Provence-Alpes-Côte d’Azur,non,2102,veuf,2.5068201193520885,0.37,574.7797217537943,5306.473283539622,500.0,1,1,1
51,167.2,76.2,oui,1,Normandie,oui,4762,veuf,2.5068201193520885,0.68,411.0,5306.473283539622,500.0,1,0,1
75,174.1,92.6,non,0,Normandie,non,2450,veuf,2.5068201193520885,0.6,707.0,5000.0,500.0,0,0,1
49,180.4,63.5,oui,1,Hauts-de-France,non,2414,veuf,2.0,0.14,350.0,5306.473283539622,500.0,1,0,0
54,161.3,68.7,non,3,Auvergne-Rhône-Alpes,non,500,marié,2.0,0.12,574.7797217537943,5000.0,500.0,0,1,0
74,160.7,68.4,oui,0,Provence-Alpes-Côte d’Azur,non,2336,marié,4.0,0.63,762.0,5000.0,13271.531682677058,0,0,0
49,189.9,53.6,oui,1,Corse,non,3495,veuf,2.0,0.67,574.7797217537943,5306.473283539622,6139.200311574356,1,1,0
37,168.8,104.6,non,0,Île-de-France,non,2587,veuf,2.5068201193520885,0.96,761.0,5000.0,3876.7867217888006,0,0,1
38,167.7,46.1,non,3,Île-de-France,non,4463,divorcé,2.5068201193520885,0.9,520.0,10000.0,500.0,0,0,1
39,153.4,58.7,oui,0,Corse,oui,1273,célibataire,2.5068201193520885,0.68,574.7797217537943,5306.473283539622,500.0,1,1,1
